Iteam-Number,Iteam-Name,Stock Balance,Iteam-type,Purchase Price,Selling Price,Production Date,Expiry Date
0000PGA01,Ghazaleen Ghee 1 kg (1�12),418.333,Inventory Item,21.83,30.82,1/13/2023,10/18/2025
0000PGA1K,Ghazaleen Ghee 2 kg (1�8),145,Inventory Item,88.95,131.75,9/25/2024,3/16/2026
0000PGHAZ,Al-Aqsa Ghazaleen Tea,436,Inventory Item,103.81,116.21,5/20/2025,5/8/2026
0000PH350,Choco Halawa 350 g (� kg) (1�24),78.25,Inventory Item,27.58,41.88,1/1/2025,2/1/2026
0000PHA13,Halawa 1300 g (1�6),25.167,Inventory Item,13.29,18.74,4/16/2023,4/6/2026
0000PHALA,Al-Hilal Halawa 700 g (1�12),42.833,Inventory Item,4.79,6.62,1/10/2024,10/6/2025
0000PHALE,Halibna 500 g,41.375,Inventory Item,77.75,109.81,8/4/2024,3/17/2027
0000PHALS,Halls Candy (2 Shekel),9,Inventory Item,73.64,112.83,12/7/2024,2/3/2027
0000PHALW,Al-Hilal Halawa Fingers,713.667,Inventory Item,66.51,92.68,11/28/2024,2/14/2027
0000PHAWY,Hawaii Soap (1�12),2.583,Inventory Item,29.37,40.84,4/9/2023,4/21/2024
0000PHAZA,Al-Zahraa Citric Acid (1�12),94.583,Inventory Item,48.13,76.78,8/16/2024,5/24/2027
0000PHLAS,Shami Halawa 700 g (1�12),38.75,Inventory Item,72.15,106.66,8/9/2024,6/5/2026
0000PHOMS,Bulgari Chickpeas Sack,45,Inventory Item,60.62,80.09,6/4/2025,5/17/2027
0000PHUMB,Beiruti Chickpeas,19.833,Inventory Item,118.56,172.35,5/1/2025,5/15/2026
0000PHUMR,Whole Chickpeas Pack (1�10),471.2,Inventory Item,18.1,23.43,7/11/2023,1/11/2025
0000PHYBI,Hiby Energy Drink Cans,852,Inventory Item,84.03,102.05,11/21/2023,9/18/2026
0000PIKZE,X-IT Candy (1 Shekel) (1�20),60,Inventory Item,49.71,69.52,12/26/2024,9/14/2026
0000PJIZA,Al-Zahraa Jelly,504,Inventory Item,52.53,82.16,4/6/2025,6/7/2026
0000PKADY,Kadiyah Drink 330 ml (1�24),2.292,Inventory Item,86.68,135.62,4/11/2024,12/4/2026
0000PKARB,Al-Zahraa Baking Soda (1�24),19,Inventory Item,83.71,106.39,6/12/2025,8/29/2026
0000PKART,Blue Ice Cream Cones (1�18),45.722,Inventory Item,118.97,162.26,1/2/2024,8/26/2024
0000PKAST,Al-Zahraa Custard (1�24),6.75,Inventory Item,17.15,20.68,11/14/2023,3/9/2025
0000PKATK,KitKat Yellow (1�6),57,Inventory Item,14.28,22.82,5/24/2023,12/20/2023
0000PKATO,Awsam Ketchup (1�9),46.444,Inventory Item,87.47,139.13,1/19/2024,11/26/2025
0000PKAZK,Cappuccino + Al-Zahraa Cocoa � kg Bag (1�12),38.5,Inventory Item,70.25,100.09,8/4/2023,10/5/2024
0000PKF85,Fruit Cocktail 850 g (1�12),36,Inventory Item,34.35,51.6,12/27/2023,2/18/2026
0000PKINA,Kinder 4 Fingers (1�8),901,Inventory Item,11.37,16.57,11/20/2023,7/3/2026
0000PKINB,Kinder Bueno (1�4),2319,Inventory Item,12.11,16.91,1/15/2023,4/9/2024
0000PKINW,Kinder Bueno White (1�4),497,Inventory Item,107.51,121.13,8/5/2023,9/28/2025
0000PKKZA,Al-Zahraa Mixed Vinegar (1�12),109.583,Inventory Item,24.64,32.71,5/6/2024,8/29/2026
0000PKM45,Completa 450 g (1�12),47.833,Inventory Item,40.16,57.73,6/30/2024,1/24/2026
0000PKR60,Al-Zahraa Cream 60 g (1�6),551,Inventory Item,28.75,41.36,7/2/2023,3/4/2026
0000PKRKA,Cr�me Caramel (1�10),339,Inventory Item,43.89,56.47,9/27/2023,8/8/2025
0000PKVIK,Baking Powder + Vanilla 1 kg Sachet (1�10),631,Inventory Item,10.19,16.01,4/11/2024,5/22/2026
0000PLAFA,Laughing Cow Cheese 12 Portions (1�48),72,Inventory Item,63.25,74.87,5/19/2025,1/27/2028
0000PLBAL,Baladna Dishwashing Liquid Concentrate 12% (1�6),237.333,Inventory Item,9.98,13.47,9/3/2024,5/24/2025
0000PLFRS,Fang Rust Remover Liquid,5467,Inventory Item,96.44,139.4,6/2/2024,11/28/2025
0000PLJ04,Al-Rajeh Dishwashing Liquid 4 L (1�4),1574,Inventory Item,29.58,42.85,6/25/2024,5/26/2027
0000PLO30,Loacker Wafer 30 g (1.5 Shekel) (1�6),2170,Inventory Item,65.72,93.61,4/11/2024,4/9/2026
0000PLOK4,Loacker Wafer (4 Shekel),57,Inventory Item,105.85,131,11/1/2023,4/5/2025
0000PLUXD,Lux Shampoo 400 ml (1�30),54,Inventory Item,78.8,92.83,5/24/2023,3/7/2026
0000PM036,Eden Eggplant Pickles Bucket 36/30 (1�6),243.333,Inventory Item,64.89,92.01,4/21/2023,11/27/2024
0000PM500,Moonlight Mayonnaise 500 g (1�12),14.167,Inventory Item,40.27,56.36,8/20/2023,4/15/2025
0000PM900,Halwani Jam 750 g (1�12),256.667,Inventory Item,41.29,49.12,11/21/2024,6/2/2027
0000PMAJ2,Floor Paste Large (1�6),597,Inventory Item,81,117.66,8/6/2024,5/5/2025
0000PMAJO,Floor Paste 1 L (1�12),105.5,Inventory Item,119.31,158.39,12/22/2024,10/15/2027
0000PMAKA,Mabkat Pasta (1�20),876.4,Inventory Item,80.1,114.85,1/1/2025,3/5/2027
0000PMAR4,Marina Mushrooms 400 g (1�24),24.125,Inventory Item,67.82,103,8/14/2024,3/28/2026
0000PMASH,Cheap Mushrooms (Zalom + Laziza + Al-Awda),62.875,Inventory Item,88.22,104.53,5/14/2024,1/15/2026
0000PMAYA,Meyasi Pistachios Large,13,Inventory Item,56.89,63.12,8/17/2024,12/22/2026
0000PMB01,Eden Eggplant Pickles (1�24),23.833,Inventory Item,9.1,13.55,7/7/2024,6/10/2025
0000PMEX2,Extra Meat (1�24),41.083,Inventory Item,68.35,96.02,9/30/2023,4/10/2024
0000PMI01,Materna Milk Small,43,Inventory Item,115,166.73,12/3/2024,6/8/2026
0000PMI02,Materna Milk Double Box (1�12),184,Inventory Item,22.69,34.47,6/22/2023,7/30/2024
0000PMIFL,France Lait Milk Sachet (1�12),529.333,Inventory Item,83.42,125.25,1/7/2023,11/21/2024
0000PMKAL,Eden Pickles 13�17,66.375,Inventory Item,25.71,40.63,6/4/2023,2/11/2024
0000PMO01,Molto (� Shekel) 60 pcs,350,Inventory Item,65.23,89.23,6/5/2024,8/7/2025
0000PMO25,Eden Pickles 18/25 (1�24),266.5,Inventory Item,13.41,18.03,6/29/2024,5/20/2026
0000PMOAA,Eden Pickles 7/9 (1�24),82,Inventory Item,55.14,71.73,7/1/2024,8/22/2026
0000PMODH,Al-Rajeh Wonder Cleaner (1�12),325,Inventory Item,91.23,107.36,6/1/2024,7/1/2025
0000PMR1K,Nataly Tissues 1 kg Red (1�10),38,Inventory Item,43.01,59.62,8/3/2023,9/22/2025
0000PMR75,Cheap Tissues 800 g (1�10),677,Inventory Item,80.46,99.65,5/14/2023,5/3/2025
0000PMREE,Rayhana Bleach (1�12),18.833,Inventory Item,95.86,149.6,10/12/2023,7/4/2026
0000PMRIN,Marina Bleach,36.833,Inventory Item,111.41,155.04,5/6/2023,6/8/2024
0000PN350,Nutella 350 g (1�15),40.867,Inventory Item,29.69,41.46,3/14/2024,12/28/2026
0000PNISM,Marina Nescafe,0.167,Inventory Item,49.12,62.75,4/28/2025,10/21/2027
0000PORBI,Orbit Gum,3,Inventory Item,19.99,22.51,11/16/2024,12/21/2025
0000PP150,Betty Bear 150 g (1 Shekel),161,Inventory Item,119.11,132.91,6/1/2023,12/20/2024
0000PPAPO,Al-Taybeh Chamomile (1�36),0.611,Inventory Item,111.39,146.11,11/27/2023,11/29/2025
0000PPE40,Betty Bear Etty 400 g,1,Inventory Item,65.71,75.06,6/21/2024,9/25/2026
0000PPEAN,Eden Chickpeas Cans (1�24),185.292,Inventory Item,101.36,142.25,1/18/2024,8/26/2024
0000PPEAS,Beans Pack (1�10),182.6,Inventory Item,63.47,97.77,4/25/2023,8/27/2025
0000PPESB,Persil Black Liquid Detergent 3 L (1�6),41,Inventory Item,75.58,116.5,6/12/2025,4/29/2028
0000PPLIG,Baladji Furniture Polish (1�12),24.083,Inventory Item,12.52,17.9,4/26/2024,8/1/2025
0000PPOJU,Bon Juice,65,Inventory Item,91.12,109.86,10/11/2023,6/4/2024
0000PPORG,Fine Bulgur Pack (1�10),64.4,Inventory Item,17.07,26.14,6/17/2025,3/6/2028
0000PPRO2,Progress Large + Promil Large + S26 Large,1404,Inventory Item,99.48,153.5,3/16/2023,12/23/2025
0000PPROP,Progress + Promil + S26,1033,Inventory Item,94.28,112.98,6/15/2023,5/31/2025
0000PPRS4,Persil 4 kg Bag (1�4),77,Inventory Item,85.63,125.77,7/8/2023,3/16/2024
0000PQPUK,Puck Cream (1�48),48.354,Inventory Item,6.27,7.8,3/19/2023,2/15/2026
0000PR100,Rima Tissues 1000 g (1�10),204.8,Inventory Item,37.77,56.7,8/24/2024,6/28/2025
0000PR750,Remix Tissues 750 g (1�10),13.7,Inventory Item,33.05,52.83,11/18/2024,1/5/2027
0000PRANY,Rani Juice Cans 240 ml (1�24),394,Inventory Item,44.5,49.62,1/21/2023,11/7/2025
0000PRE1K,Remix Tissues 1 kg (1�10),117.7,Inventory Item,12.34,19.11,7/19/2024,3/16/2026
0000PRE40,Raid Regular 400 ml Extra Spray (1�12),23.833,Inventory Item,112.56,158.86,7/3/2023,10/24/2025
0000PRES5,Persil 4 L (1�4),44.25,Inventory Item,67.35,106.86,5/20/2025,10/10/2027
0000PREXO,Rexona Deodorant,68,Inventory Item,38.05,50.7,8/10/2023,6/9/2024
0000PRIMZ,Al-Zahraa Rice Flour (1�24),165,Inventory Item,48.84,74.42,4/6/2025,12/8/2025
0000PROHK,Al-Zahraa Vinegar Spirit,22.417,Inventory Item,54.77,61.96,11/24/2023,5/27/2024
0000PS60R,Al-Zahraa Sahlab 60 g (6 cartons �12 pcs),151,Inventory Item,72.87,92.37,6/28/2023,9/21/2025
0000PS750,Softy Tissues 750 g,13.667,Inventory Item,62.85,71.24,2/26/2025,7/4/2026
0000PSA1K,Vegetable Ghee 1 kg (1�12),67.833,Inventory Item,110.49,175.42,4/22/2023,9/8/2024
0000PSA2K,Vegetable Ghee 2 kg (1�8),16.625,Inventory Item,60.64,91.47,1/5/2025,1/19/2027
0000PSAHE,Arrow Gum,502,Inventory Item,119.07,181.73,12/26/2024,1/22/2027
0000PSALS,Pasta Sauce (1�12),7.083,Inventory Item,102.47,160.77,2/28/2023,11/29/2025
0000PSALT,Krouz Sillet Salt,734.25,Inventory Item,26.6,30.39,11/23/2023,10/8/2025
0000PSAND,Cinderella Pads,44.35,Inventory Item,111.81,144.55,6/23/2025,3/11/2026
0000PSASO,Snagrout Sardines (1�50),284.02,Inventory Item,15.73,17.86,9/12/2024,10/30/2026
0000PSAZ1,Al-Zahraa Sahlab Jar 1 kg (1�6),16.333,Inventory Item,98.46,118.68,6/15/2025,12/13/2025
0000PSCHT,Cheap Sardines (Marina + Delimenko),65.84,Inventory Item,46.91,56.98,10/30/2024,11/17/2025
0000PSEVE,7 Days New (1.5 Shekel),4,Inventory Item,105.6,140.93,7/10/2023,10/28/2025
0000PSH01,Small Chocolate Spread (1�24),221.75,Inventory Item,104.43,128.9,7/19/2023,3/29/2026
0000PSH50,Al-Zahraa Sahlab 500 g (1�12),72.167,Inventory Item,97.1,111.71,11/8/2023,6/13/2025
0000PSHAZ,Herbal Drink Ginger + Ginger & Cinnamon (1�36),5.667,Inventory Item,95.22,112.72,12/8/2024,9/16/2025
0000PSHFR,Kruger Syrup Strawberry & Chocolate (1�12),47,Inventory Item,37.95,44.54,2/4/2023,1/19/2025
0000PSHOK,Oki Shampoo 1.5 L (1�8),141.625,Inventory Item,11.55,18.32,1/14/2024,7/14/2025
0000PSHTA,Mabkat Vermicelli (1�20),6855,Inventory Item,49.55,73.32,1/22/2024,2/16/2025
0000PSHZA,Al-Zahraa Liquid Detergent 4 L,410,Inventory Item,22.48,35.61,1/27/2025,2/22/2027
0000PSM20,Marina Sardines Tray 200 g,20.167,Inventory Item,84,110.87,8/25/2023,9/16/2024
0000PSMAJ,Maggi Vegetable Soup Awsam,31,Inventory Item,42.84,53.09,9/7/2024,4/7/2027
0000PSMED,Semolina Pack,3579,Inventory Item,117.12,175.58,6/2/2024,5/14/2027
0000PSMON,Moonlight Soup (1�12),19.25,Inventory Item,77.63,98.06,10/10/2023,8/1/2024
0000PSODK,Oldug Glass Soda,308,Inventory Item,99.05,123.78,1/1/2023,3/18/2025
0000PSOPA,Awsam Vermicelli Soup Sachet (1�12),51,Inventory Item,17.64,21.45,12/31/2024,7/17/2027
0000PSR75,Super Rima Softy Tissues 750 g (1�10),142,Inventory Item,103.72,120.82,4/8/2024,1/25/2026
0000PSTOR,Storm Insecticide 400 ml (1�12),2.083,Inventory Item,110.89,136.2,8/18/2023,5/28/2024
0000PSU10,Krouz Sugar Sack 10 kg,6080,Inventory Item,59.47,75.98,6/21/2023,4/25/2025
0000PSUBR,Bariq Super Floor Cleaner,20.833,Inventory Item,73.54,105.68,3/28/2023,11/2/2025
0000PSUGS,Sugar Sack 50 kg,688,Inventory Item,92.25,104.36,7/6/2024,2/16/2025
0000PT150,Marina Tuna Salad with Corn 150 g (1�48),6,Inventory Item,22.63,27.27,5/3/2023,1/29/2026
0000PT450,Tahini Small 450 g (1�12),3034.167,Inventory Item,61.3,92.23,4/22/2025,9/14/2026
0000PT580,Eden Large Tomatoes 580 g (1�24),54.833,Inventory Item,49.04,57.55,10/25/2023,11/23/2024
0000PT900,Tahini Large 900 g (1�6),505.667,Inventory Item,19.27,24.5,6/3/2025,4/5/2027
0000PTAEB,Al-Tayeb Fava Beans (1�24),57,Inventory Item,45.37,69.52,11/20/2024,8/9/2027
0000PTALA,Aladdin Tissues (1�10),216,Inventory Item,10.04,11.82,7/28/2024,5/18/2027
0000PTB02,Britaem Large Tomatoes (1�24),299.208,Inventory Item,5.05,5.76,4/28/2024,1/16/2026
0000PTDIN,Dina Toilet Paper (1�5),37,Inventory Item,17.95,24.09,6/14/2023,5/29/2025
0000PTEAR,Al-Rabee Tea (1�12),145.5,Inventory Item,115.65,144.7,11/29/2024,10/20/2026
0000PTGAZ,Ghazaleen Tea,205.2,Inventory Item,66.84,92.35,1/18/2024,10/16/2025
0000PTGCI,Chinese Green Tea (1�36),4.778,Inventory Item,115.97,174.18,7/28/2023,7/23/2025
0000PTHEN,Krouz Wheat Flour (Israeli),1494,Inventory Item,53.03,61.97,1/8/2025,12/24/2026
0000PTID1,Tide 1 kg Oki,8,Inventory Item,38.79,53.93,3/7/2024,2/24/2026
0000PTIHE,Flour Sack,118,Inventory Item,61.72,83.49,1/24/2024,11/17/2025
0000PTIRM,Terma,131,Inventory Item,53.86,63.13,7/13/2024,1/24/2025
0000PTISR,Lipton Israeli Tea (1�12),11,Inventory Item,14.47,20.43,8/12/2023,8/31/2025
0000PTJUM,Jumbo Toilet Paper Pack,20.4,Inventory Item,77.62,96,1/3/2023,2/29/2024
0000PTKCH,Cheap Krouz Flour / Faisal / Al-Sanabel,13484,Inventory Item,27.49,36.94,1/7/2024,1/27/2025
0000PTM18,Rima Compressed Toilet Paper 18 Rolls,590,Inventory Item,75.11,85.71,11/17/2024,11/13/2027
0000PTMAR,Marina Small Tuna (1�48),741.917,Inventory Item,78.72,104.68,3/21/2024,6/14/2025
0000PTOM0,Khayr Biladi Small Tomatoes (1�12),141,Inventory Item,19.94,24.99,9/2/2024,3/31/2027
0000PTOM3,Khayr Biladi Double Tomatoes (1�6),1291.167,Inventory Item,9.24,13.96,4/26/2023,12/9/2025
0000PTONA,Tunas Jam Large 800 g (1�12),113.833,Inventory Item,94.13,106.22,9/27/2023,2/27/2026
0000PTORM,Sweet Lupin Pack (1�10),101,Inventory Item,56.26,73.66,3/22/2024,1/12/2027
0000PTR18,Remix Compressed Toilet Paper 18 Rolls (1�4),864.5,Inventory Item,8.86,11.78,1/3/2024,6/30/2026
0000PTR32,Remix Regular Toilet Paper 32 Rolls (1�5),1.2,Inventory Item,119.39,174.61,9/10/2023,6/30/2024
0000PTSHA,Shatha Toilet Paper (1�4),13.75,Inventory Item,8.82,12.23,11/13/2023,12/11/2025
0000PTSMA,Softy Compressed Toilet Paper (1�4),56.5,Inventory Item,84.01,120.44,2/19/2024,6/11/2025
0000PV230,Al-Zahraa Liquid Vanilla 30 ml (1�12),13.75,Inventory Item,118.07,175.75,4/5/2023,1/15/2026
0000PWAFS,Snagrout Wafer,896,Inventory Item,30.22,46.27,2/23/2025,12/17/2026
0000PWAL1,Walima Rice 1 kg,104,Inventory Item,18.79,23.62,6/10/2025,1/7/2027
0000PWAZA,Al-Zahraa Orange Blossom Water,45,Inventory Item,16.32,22.34,1/24/2023,8/19/2024
0000PWFZA,Al-Zahraa Rose Water,26.5,Inventory Item,37.79,57.44,9/19/2024,5/31/2025
0000PYANS,Al-Taybeh Anise (1�36),7.417,Inventory Item,13.92,22.2,10/24/2024,8/16/2026
0000PYASM,Jasmine Rice 1 kg,69,Inventory Item,83.68,129.27,4/29/2025,2/5/2026
0000PYU16,StarKist Tuna in Oil 160 g (1�48),79.813,Inventory Item,9.35,12.02,2/19/2023,6/9/2024
0000PYUNA,Marina Large Tuna 160 g,192.271,Inventory Item,62.11,74.38,5/16/2024,5/8/2025
0000PZATE,Zaman Thyme (1�10),15,Inventory Item,119.61,160.84,12/18/2024,1/16/2026
0000PZB01,Black Olives Pitted (1�24),141.625,Inventory Item,98.05,144.21,5/12/2024,9/18/2025
0000PZBLA,Black Olives Sliced (1�24),87.5,Inventory Item,74.6,100.43,12/1/2023,7/6/2024
0000PZBWO,Huggies Small New (1�8),68,Inventory Item,38.14,51.17,3/20/2023,5/31/2024
0000PZG01,Green Olives with Pit (1�24),221.75,Inventory Item,75.62,114.88,8/4/2024,1/16/2027
0000PZG02,Green Olives Pitted (1�24),124.5,Inventory Item,64.19,82.21,1/27/2023,8/1/2023
0000PZGN0,Green Olives Sliced (1�24),51.542,Inventory Item,52.28,79.98,9/28/2023,5/13/2024
0000PZHOU,Herbal Mix + Thyme + Mixed Herbs (1�36),26.333,Inventory Item,17.42,22.71,7/15/2024,7/2/2026
0000PZIBN,Peter Pan Peanut Butter 462 g (1�12),162,Inventory Item,106.62,134.78,3/14/2025,2/17/2026
0000PZIWI,Black Olives with Pit (1�24),83.25,Inventory Item,55.07,73.08,9/4/2023,7/18/2026
0000SCLOR,Clorox (1�6),9,Inventory Item,24.97,36.99,2/14/2025,2/4/2026
0000SOK01,Khayal Oil 1 L,0.75,Inventory Item,45.4,52.8,8/13/2024,9/22/2026
0000SOKRL,Carola Oil Tin 3 L,6889,Inventory Item,50.87,60.95,1/22/2024,7/21/2024
0000SOS01,Safi Corn Oil 1 L,150.417,Inventory Item,99.65,157.02,12/2/2024,11/11/2027
0000SOS03,Safi Corn Oil 3 L,466.5,Inventory Item,88.57,105.2,7/12/2024,4/7/2026
0000SOS05,Safi Corn Oil 5 L,571.75,Inventory Item,92.78,128.39,12/27/2023,3/29/2026
0000SOS10,Safi Corn Oil 10 L Tin,191,Inventory Item,3.3,4.59,5/15/2025,8/13/2026
0000SOT16,Safi Corn Oil 16 L Tin,83,Inventory Item,51.11,68.73,5/2/2024,3/10/2026
0000SS025,Signal Toothpaste 25 ml,27.5,Inventory Item,58.8,83.64,12/18/2023,3/5/2026
0000SS125,Signal Toothpaste 125 ml,523.333,Inventory Item,4.26,5.18,12/1/2024,4/5/2027
0000SSD03,Safi Sunflower Oil 3 L,105.833,Inventory Item,32.66,44.95,9/13/2023,5/19/2026
0000SSD05,Safi Sunflower Oil 5 L,371.75,Inventory Item,91.71,117.95,8/10/2023,3/4/2024
0000SSH02,Dove Shampoo Large 400 ml,347,Inventory Item,18.18,26.01,6/2/2025,10/27/2026
0000SSHC4,Clear Shampoo 400 ml (1�12),1952,Inventory Item,65.17,76.29,1/22/2025,7/21/2025
0000SSHS4,Sunsilk Shampoo 400 ml (1�12),1106,Inventory Item,27.39,37.95,2/19/2025,2/21/2026
0000SSL11,Lux Soap 110 g,1.458,Inventory Item,3.43,4.09,1/1/2023,8/24/2023
0000TTFOX,Trisa Fox Toothbrush,2,Inventory Item,30.46,37.75,6/29/2024,6/25/2026
0000UA010,Always Pads Regular ICC SUPER,487.125,Inventory Item,117.15,141.68,3/21/2024,1/6/2025
0000UA020,Always Pads Double ICC SUPER,2276.375,Inventory Item,96.58,115.07,3/20/2023,11/21/2025
0000UAAA1,Duracell AAA 4 (1�10),235,Inventory Item,115.23,174.33,8/24/2023,12/25/2024
0000UAAA2,Duracell AAA 8 (1�10),81,Inventory Item,59.57,74.04,11/30/2023,7/2/2024
0000UAAA3,Duracell AAA 12 (1�12),91,Inventory Item,14.95,23.38,6/7/2025,2/15/2027
0000UAD01,Aldez Small,117,Inventory Item,66.66,105.65,12/15/2023,6/10/2026
0000UAD02,Aldez Large,440,Inventory Item,55.62,77.07,4/8/2023,5/18/2025
0000UAL01,Always Ultra Regular (No.3 Night Blue 16 / No.2 Long Purple 12 / No.1 Normal Green 16),2743,Inventory Item,101.63,119.06,3/23/2023,12/22/2025
0000UAL02,Always Ultra Double (No.2 Long Purple 6 / No.1 Normal 8 / No.3 Night Blue 8),8088,Inventory Item,13.57,17.47,5/16/2024,6/29/2026
0000UANAS,American Pineapple Slices 850 g,5.208,Inventory Item,59.61,89.35,4/21/2024,5/17/2026
0000UANTI,Oral-B Anti-Bacterial Cross Action (015-112),98,Inventory Item,19.71,25.3,12/4/2024,4/22/2026
0000UB300,Bonex 3 kg,1.833,Inventory Item,40.31,46.09,2/3/2025,5/3/2027
0000UB900,Bonex 9 kg,20,Inventory Item,89.01,122.69,7/3/2024,11/1/2025
0000UBR05,Braun 5-Head Shaver,54,Inventory Item,58.17,88.57,1/14/2023,12/27/2024
0000UBSTA,Oral-B Kids Toothbrush (112-103),125,Inventory Item,46.35,69.43,1/27/2024,7/22/2026
0000UC125,Crest Toothpaste 125 ml Delicate,5468,Inventory Item,48.55,57.66,12/13/2023,2/18/2026
0000UD9V1,Duracell 9V (1�10),90,Inventory Item,56.21,80.74,11/6/2023,8/20/2024
0000UDAA1,Duracell AA 4 Double (1�20),57,Inventory Item,94.63,114.53,1/21/2024,7/25/2025
0000UDAA2,Duracell AA 8 (1�10),502,Inventory Item,107.27,129.7,7/28/2023,1/14/2025
0000UDAA3,Duracell AA 12 (1�12),59,Inventory Item,114.73,176.34,12/23/2023,12/17/2024
0000UDC01,Duracell C,108,Inventory Item,94.85,116.18,8/23/2024,2/9/2026
0000UDD01,Duracell D,230,Inventory Item,39.22,48.3,7/21/2024,11/23/2026
0000UDREM,Duracell Car Remote Battery (1�10),18,Inventory Item,83.2,91.55,4/4/2023,12/7/2023
0000UFCOR,American Corn,182.583,Inventory Item,53.64,82.36,4/3/2023,7/17/2024
0000UFO01,Cheap Oil 1 L (1�12),270.333,Inventory Item,32.05,47.96,12/6/2023,4/25/2026
0000UFOIL,American Fava Beans with Olive Oil Mix,28.083,Inventory Item,101.22,143.09,8/19/2024,8/14/2025
0000UFOOL,American Fava Beans,485.375,Inventory Item,6.53,9.63,3/20/2024,12/25/2025
0000UFS25,Siniora Small 225 g,96.083,Inventory Item,108.41,127.49,1/26/2025,10/1/2026
0000UFS30,Siniora Medium 310 g (1�24),115.042,Inventory Item,56.45,75.03,1/22/2023,10/26/2024
0000UFS80,Siniora Large 800 g,547,Inventory Item,77.19,98.46,10/18/2023,2/24/2026
0000UFSH8,Siniora Turkey New 800 g (1�12),2099.75,Inventory Item,79.8,91.52,4/29/2024,4/27/2027
0000UFSN8,Extra Minced Meat 800 g,6.5,Inventory Item,107.62,144.54,2/22/2025,2/5/2027
0000UGB03,Gillette Blue III (1�3) (012-101),134,Inventory Item,77.13,120.35,11/2/2023,7/4/2024
0000UGD01,Gillette Two Men Stand (1�96) (010-101),5655,Inventory Item,74.44,83.38,9/25/2024,4/13/2025
0000UGD05,Gillette Blue II 5 Blades New,57,Inventory Item,9.86,12.28,5/8/2023,7/7/2025
0000UGD10,Gillette Blue II Plus Men 10 Blades (005-101),513,Inventory Item,63.17,76.04,9/16/2024,4/2/2026
0000UGDWS,Gillette Blue II 5 Blades Women (1�12) (008-101),287,Inventory Item,19.72,24.04,9/30/2023,6/17/2026
0000UGF25,Gillette Shaving Foam 200 ml,635,Inventory Item,89.02,138.36,4/27/2025,6/30/2027
0000UGFBN,Gillette Fusion ProGlide 4 Blades (015-100),34,Inventory Item,62.44,83.3,3/17/2024,3/25/2026
0000UGFM1,Gillette Fusion ProGlide Machine 2 Blades (012-102),34,Inventory Item,82.27,109.68,5/17/2024,12/21/2024
0000UGFMN,Fusion Machine Regular (007-102),24,Inventory Item,6.92,10.24,5/10/2023,8/16/2024
0000UGFPM,Fusion Machine 4 Blades New,15,Inventory Item,12.01,14.14,5/12/2023,2/6/2026
0000UGFPP,Gillette Fusion ProGlide Power 4 Blades (016-100),93,Inventory Item,86.53,116.26,8/19/2024,10/9/2026
0000UGFSN,Gillette Fusion Regular Blades (1�10) (038-100),4,Inventory Item,10.51,13.82,4/26/2024,6/11/2026
0000UGFSP,Gillette Fusion Power Blades (009-100),84,Inventory Item,10.41,14.56,5/11/2025,12/31/2027
0000UGJ01,Gillette Shaving Gel 200 ml (1�6),92,Inventory Item,3.43,5.49,1/25/2024,6/23/2025
0000UGM3M,Gillette Mach3 Turbo Handle (009-102),120,Inventory Item,114.87,170.55,8/15/2024,8/17/2025
0000UGM3P,Gillette Mach3 Power Blades,22,Inventory Item,89.03,115.64,11/21/2023,3/20/2026
0000UGM3T,Gillette Mach3 Turbo Blades 4 Pack (012-100),21,Inventory Item,43.68,66.12,3/10/2023,5/5/2024
0000UGMMM,Gillette Mach3 Power Handle,43656,Inventory Item,36.99,43.85,10/21/2024,6/30/2025
0000UGS15,Gillette Deodorant Spray 150 ml,167,Inventory Item,43.26,48.24,3/23/2024,1/10/2026
0000UGSPW,Gillette Deodorant with Power Beads (1�12),1189,Inventory Item,93.41,112.3,6/11/2024,6/21/2026
0000UH040,Haribo 40 g,2145,Inventory Item,80.04,101.67,3/29/2025,1/3/2026
0000UHI02,Heinz Ketchup Large 910 g (8�),148,Inventory Item,23.85,32.32,9/8/2024,8/2/2026
0000UHINZ,Heinz Ketchup Small 570 g (10�),2598,Inventory Item,22.54,31.73,6/14/2023,1/4/2026
0000UHK02,Heinz Chili Sauce Large 185 g (24�),893,Inventory Item,13.61,21.17,5/2/2024,4/22/2025
0000UHUMS,Americana Hummus Ground,5.125,Inventory Item,79.92,108.29,12/13/2024,2/3/2026
0000UK200,Koleston 200,231,Inventory Item,92.2,124.53,12/9/2024,12/3/2027
0000UKFIF,Viva Hair Dye,3256,Inventory Item,33.28,37.44,3/1/2024,10/25/2024
0000UKKIT,Koleston Kit,356,Inventory Item,4.47,5,11/27/2024,10/7/2027
0000UMAFO,Fusion Machine Promo,43,Inventory Item,11.7,16.09,4/13/2025,1/16/2026
0000UOB03,Oral-B 3D Advanced + White (017+018-112),324,Inventory Item,116.21,153.29,9/22/2023,8/7/2026
0000UOB40,Oral-B Complete 7 Toothbrush (016-112),81,Inventory Item,36.86,56.01,5/24/2025,3/29/2027
0000UOBBT,Oral-B Triple Toothbrush (40MED�3) (112-008),178,Inventory Item,92.77,109.5,9/3/2024,7/28/2026
0000UOBM1,Oral-B Blue Toothpaste 75 ml + 100 ml,651,Inventory Item,75.71,84.23,12/8/2023,6/29/2026
